id,text,label
433,Failed UPI transaction of Rs.9965.00 attempted at zomato@upi on 09-Jun-25. Ref No 2114970445. Amount will be reversed if debited.,Failed Transactions
434,UPI AutoPay: Rs.966.00 deducted for spotify subscription. Ref No 6034956929.,Entertainment/Subscriptions
435,Rs.10358.00 credited to your a/c XXXX7595 from googlepay@upi. Ref No 1877009134. Avl bal Rs.19212.00.,Transfers Received
436,Failed UPI transaction of Rs.19583.00 attempted at flipkart@upi on 26-Nov-25. Ref No 6184079454. Amount will be reversed if debited.,Failed Transactions
437,You have sent Rs.15128.00 to friend@upi via UPI. Ref No 1690234827. Date: 20-May-25. Avl bal Rs.57331.00.,Transfers Sent
438,UPI transaction of Rs.1775.00 made to zomato on 30-Jun-25. Ref No 1322452336. Avl bal Rs.39455.00.,Food & Delivery
439,Failed UPI transaction of Rs.8176.00 attempted at flipkart@upi on 02-Jul-25. Ref No 1956752411. Amount will be reversed if debited.,Failed Transactions
440,Rs.7491.00 paid via UPI for jio bill. Ref No 4185410616.,Bills & Recharge
441,UPI AutoPay: Rs.14128.00 deducted for sonyliv subscription. Ref No 4209578431.,Entertainment/Subscriptions
442,Rs.8972.00 debited towards bmtc ride via UPI. Ref No 6542441107. Avl bal Rs.94876.00.,Transport
443,UPI transaction of Rs.17199.00 made to pizzahut on 20-Jun-25. Ref No 6292245715. Avl bal Rs.28647.00.,Food & Delivery
444,Failed UPI transaction of Rs.2466.00 attempted at ola@upi on 01-Feb-25. Ref No 7251009670. Amount will be reversed if debited.,Failed Transactions
445,Your a/c XXXX8748 debited by Rs.15569.00 on 22-Jul-25 to bigbazaar@upi. Ref No 6014132546. Avl bal Rs.64722.00.,Shopping
446,Failed UPI transaction of Rs.6395.00 attempted at dominos@upi on 20-May-25. Ref No 8136186321. Amount will be reversed if debited.,Failed Transactions
447,Your UPI transaction of Rs.17710.00 to redbus was successful. Ref No 7120724415.,Travel & Booking
448,Failed UPI transaction of Rs.13289.00 attempted at amazon@upi on 27-Aug-25. Ref No 6873291570. Amount will be reversed if debited.,Failed Transactions
449,Rs.5309.00 credited to your a/c XXXX5578 from phonepe@upi. Ref No 5789710065. Avl bal Rs.60982.00.,Transfers Received
450,Your UPI transaction of Rs.10069.00 to indigo was successful. Ref No 3450114812.,Travel & Booking
451,Failed UPI transaction of Rs.4680.00 attempted at ola@upi on 01-Jan-26. Ref No 1199035261. Amount will be reversed if debited.,Failed Transactions
452,Failed UPI transaction of Rs.3128.00 attempted at ola@upi on 12-May-25. Ref No 2308384624. Amount will be reversed if debited.,Failed Transactions
453,Rs.17109.00 paid via UPI for bsnl bill. Ref No 5611045151.,Bills & Recharge
454,Your a/c XXXX9774 debited by Rs.13413.00 on 16-Dec-25 to bigbazaar@upi. Ref No 7066288460. Avl bal Rs.87936.00.,Shopping
455,Failed UPI transaction of Rs.12198.00 attempted at flipkart@upi on 15-Oct-25. Ref No 1372929149. Amount will be reversed if debited.,Failed Transactions
456,UPI AutoPay: Rs.8704.00 deducted for youtube subscription. Ref No 2811433975.,Entertainment/Subscriptions
457,Failed UPI transaction of Rs.19761.00 attempted at zomato@upi on 15-Aug-25. Ref No 6744792007. Amount will be reversed if debited.,Failed Transactions
458,UPI transaction of Rs.8505.00 made to zomato on 20-Mar-25. Ref No 1510325279. Avl bal Rs.44233.00.,Food & Delivery
459,Failed UPI transaction of Rs.16308.00 attempted at amazon@upi on 18-Jan-25. Ref No 7084283059. Amount will be reversed if debited.,Failed Transactions
460,UPI AutoPay: Rs.7769.00 deducted for hotstar subscription. Ref No 2279270297.,Entertainment/Subscriptions
461,You have sent Rs.8857.00 to mother@upi via UPI. Ref No 9788728668. Date: 26-Mar-25. Avl bal Rs.53730.00.,Transfers Sent
462,Failed UPI transaction of Rs.18807.00 attempted at myntra@upi on 14-May-25. Ref No 3692194417. Amount will be reversed if debited.,Failed Transactions
463,Rs.2652.00 paid via UPI for dth bill. Ref No 1143546713.,Bills & Recharge
464,UPI transaction of Rs.911.00 made to dominos on 05-Mar-25. Ref No 5562750023. Avl bal Rs.63039.00.,Food & Delivery
465,Your UPI transaction of Rs.15845.00 to airindia was successful. Ref No 6978174613.,Travel & Booking
466,UPI transaction of Rs.6739.00 made to pizzahut on 08-Aug-25. Ref No 9868236838. Avl bal Rs.44965.00.,Food & Delivery
467,Rs.18461.00 debited towards rapido ride via UPI. Ref No 3733992251. Avl bal Rs.24661.00.,Transport
468,UPI transaction of Rs.829.00 made to dominos on 13-Dec-25. Ref No 8313221346. Avl bal Rs.7366.00.,Food & Delivery
469,You have sent Rs.873.00 to sister@upi via UPI. Ref No 9755328978. Date: 25-Dec-25. Avl bal Rs.94294.00.,Transfers Sent
470,Failed UPI transaction of Rs.354.00 attempted at amazon@upi on 29-May-25. Ref No 5391544847. Amount will be reversed if debited.,Failed Transactions
471,Rs.3267.00 debited towards delhimetro ride via UPI. Ref No 8572299666. Avl bal Rs.49682.00.,Transport
472,Your a/c XXXX4390 debited by Rs.12377.00 on 10-May-25 to myntra@upi. Ref No 1572129116. Avl bal Rs.75059.00.,Shopping
473,Your UPI transaction of Rs.13228.00 to bookmyshow was successful. Ref No 1369297725.,Travel & Booking
474,Your UPI transaction of Rs.9559.00 to bookmyshow was successful. Ref No 1699834618.,Travel & Booking
475,You have sent Rs.16356.00 to mother@upi via UPI. Ref No 7065818716. Date: 09-Sep-25. Avl bal Rs.26964.00.,Transfers Sent
476,Rs.11158.00 paid via UPI for jio bill. Ref No 7788749636.,Bills & Recharge
477,Rs.9829.00 debited towards delhimetro ride via UPI. Ref No 8148168408. Avl bal Rs.73151.00.,Transport
478,UPI AutoPay: Rs.17625.00 deducted for hotstar subscription. Ref No 8146936015.,Entertainment/Subscriptions
479,Rs.5581.00 debited towards rapido ride via UPI. Ref No 9690441973. Avl bal Rs.93272.00.,Transport
480,Failed UPI transaction of Rs.3485.00 attempted at flipkart@upi on 24-Feb-25. Ref No 2930960519. Amount will be reversed if debited.,Failed Transactions
481,Rs.16378.00 paid via UPI for gaspay bill. Ref No 1042769589.,Bills & Recharge
482,UPI AutoPay: Rs.415.00 deducted for gaana subscription. Ref No 2246997173.,Entertainment/Subscriptions
483,UPI transaction of Rs.196.00 made to pizzahut on 17-May-25. Ref No 9275006968. Avl bal Rs.37736.00.,Food & Delivery
484,Rs.3978.00 credited to your a/c XXXX8948 from salary@upi. Ref No 8918219121. Avl bal Rs.72893.00.,Transfers Received
485,Failed UPI transaction of Rs.10996.00 attempted at dominos@upi on 05-Mar-25. Ref No 4316127952. Amount will be reversed if debited.,Failed Transactions
486,Your a/c XXXX6987 debited by Rs.3810.00 on 22-Sep-25 to myntra@upi. Ref No 4340475775. Avl bal Rs.39302.00.,Shopping
487,Rs.8515.00 paid via UPI for airtel bill. Ref No 5052594540.,Bills & Recharge
488,You have sent Rs.2790.00 to father@upi via UPI. Ref No 3446033955. Date: 25-Aug-25. Avl bal Rs.67819.00.,Transfers Sent
489,You have sent Rs.9830.00 to mother@upi via UPI. Ref No 7545873151. Date: 09-Oct-25. Avl bal Rs.47358.00.,Transfers Sent
490,Rs.4574.00 credited to your a/c XXXX4935 from googlepay@upi. Ref No 3824327253. Avl bal Rs.17903.00.,Transfers Received
491,Your a/c XXXX5623 debited by Rs.16019.00 on 26-Jun-25 to bigbazaar@upi. Ref No 5081162443. Avl bal Rs.13689.00.,Shopping
492,Rs.7104.00 debited towards rapido ride via UPI. Ref No 8789238569. Avl bal Rs.44093.00.,Transport
493,Your a/c XXXX5702 debited by Rs.7752.00 on 23-Jan-25 to myntra@upi. Ref No 3430147064. Avl bal Rs.38938.00.,Shopping
494,Your a/c XXXX4731 debited by Rs.13751.00 on 31-Dec-25 to myntra@upi. Ref No 1719955316. Avl bal Rs.90400.00.,Shopping
495,Your a/c XXXX2159 debited by Rs.15298.00 on 10-May-25 to reliance@upi. Ref No 5279317779. Avl bal Rs.56950.00.,Shopping
496,Rs.17288.00 credited to your a/c XXXX8037 from refund@upi. Ref No 8029793805. Avl bal Rs.73377.00.,Transfers Received
497,UPI transaction of Rs.13755.00 made to swiggy on 05-Jun-25. Ref No 6816376417. Avl bal Rs.94285.00.,Food & Delivery
498,Your UPI transaction of Rs.19401.00 to bookmyshow was successful. Ref No 7304944505.,Travel & Booking
499,You have sent Rs.14271.00 to sister@upi via UPI. Ref No 6704682752. Date: 29-Mar-25. Avl bal Rs.96227.00.,Transfers Sent
500,Failed UPI transaction of Rs.17335.00 attempted at ola@upi on 18-Jan-25. Ref No 6863091585. Amount will be reversed if debited.,Failed Transactions
501,UPI AutoPay: Rs.1442.00 deducted for netflix subscription. Ref No 4221481568.,Entertainment/Subscriptions
502,Failed UPI transaction of Rs.10103.00 attempted at dominos@upi on 13-Jan-25. Ref No 1818227006. Amount will be reversed if debited.,Failed Transactions
503,UPI transaction of Rs.18774.00 made to swiggy on 03-Jun-25. Ref No 9701167290. Avl bal Rs.61788.00.,Food & Delivery
504,You have sent Rs.14650.00 to mother@upi via UPI. Ref No 2645654540. Date: 21-Jan-25. Avl bal Rs.69671.00.,Transfers Sent
505,UPI transaction of Rs.4080.00 made to burgerking on 14-Mar-25. Ref No 5995272596. Avl bal Rs.76921.00.,Food & Delivery
506,Rs.14323.00 debited towards uber ride via UPI. Ref No 6306278283. Avl bal Rs.49631.00.,Transport
507,UPI AutoPay: Rs.15901.00 deducted for netflix subscription. Ref No 8770779655.,Entertainment/Subscriptions
508,Your UPI transaction of Rs.2704.00 to bookmyshow was successful. Ref No 2492412496.,Travel & Booking
509,You have sent Rs.12716.00 to father@upi via UPI. Ref No 4117797003. Date: 28-Jul-25. Avl bal Rs.54874.00.,Transfers Sent
510,Your UPI transaction of Rs.3544.00 to makemytrip was successful. Ref No 8350220164.,Travel & Booking
511,Your UPI transaction of Rs.11880.00 to airindia was successful. Ref No 7286162817.,Travel & Booking
512,Rs.18828.00 paid via UPI for airtel bill. Ref No 6084253394.,Bills & Recharge
513,Rs.13247.00 debited towards bmtc ride via UPI. Ref No 8879015468. Avl bal Rs.48577.00.,Transport
514,Failed UPI transaction of Rs.6210.00 attempted at dominos@upi on 19-Sep-25. Ref No 4355660477. Amount will be reversed if debited.,Failed Transactions
515,UPI AutoPay: Rs.2392.00 deducted for gaana subscription. Ref No 5459889559.,Entertainment/Subscriptions
516,You have sent Rs.14380.00 to sister@upi via UPI. Ref No 9370524035. Date: 27-Dec-25. Avl bal Rs.76149.00.,Transfers Sent
517,UPI transaction of Rs.372.00 made to pizzahut on 13-Sep-25. Ref No 4929369945. Avl bal Rs.61507.00.,Food & Delivery
518,Failed UPI transaction of Rs.12901.00 attempted at swiggy@upi on 24-Aug-25. Ref No 9825729565. Amount will be reversed if debited.,Failed Transactions
519,Rs.7387.00 credited to your a/c XXXX5467 from googlepay@upi. Ref No 3353779816. Avl bal Rs.85512.00.,Transfers Received
520,UPI transaction of Rs.368.00 made to pizzahut on 05-Nov-25. Ref No 7308565154. Avl bal Rs.33150.00.,Food & Delivery
521,You have sent Rs.14217.00 to brother@upi via UPI. Ref No 4490592179. Date: 11-Feb-25. Avl bal Rs.2193.00.,Transfers Sent
522,Rs.13928.00 debited towards ola ride via UPI. Ref No 7854557931. Avl bal Rs.8237.00.,Transport
523,Your UPI transaction of Rs.10697.00 to redbus was successful. Ref No 3272249306.,Travel & Booking
524,Rs.15536.00 debited towards ola ride via UPI. Ref No 8674516090. Avl bal Rs.24259.00.,Transport
525,Rs.12724.00 credited to your a/c XXXX1729 from refund@upi. Ref No 7962696504. Avl bal Rs.14742.00.,Transfers Received
526,Your a/c XXXX6029 debited by Rs.12972.00 on 07-Aug-25 to bigbazaar@upi. Ref No 6005138890. Avl bal Rs.58189.00.,Shopping
527,UPI transaction of Rs.14710.00 made to burgerking on 20-Apr-25. Ref No 8826944024. Avl bal Rs.66428.00.,Food & Delivery
528,You have sent Rs.9594.00 to brother@upi via UPI. Ref No 2959679882. Date: 07-Mar-25. Avl bal Rs.65864.00.,Transfers Sent
529,Rs.7541.00 paid via UPI for bescom bill. Ref No 7817196481.,Bills & Recharge
530,Rs.907.00 credited to your a/c XXXX3106 from refund@upi. Ref No 8860327060. Avl bal Rs.68216.00.,Transfers Received
531,UPI AutoPay: Rs.11946.00 deducted for tataplay subscription. Ref No 6992202486.,Entertainment/Subscriptions
532,Your a/c XXXX8509 debited by Rs.18425.00 on 27-May-25 to lifestylestore@upi. Ref No 4784119200. Avl bal Rs.82938.00.,Shopping
533,Failed UPI transaction of Rs.15003.00 attempted at ola@upi on 10-Jan-25. Ref No 5200525794. Amount will be reversed if debited.,Failed Transactions
534,You have sent Rs.5236.00 to father@upi via UPI. Ref No 7040120781. Date: 24-Jan-25. Avl bal Rs.39475.00.,Transfers Sent
535,Rs.12383.00 credited to your a/c XXXX6682 from salary@upi. Ref No 1985077971. Avl bal Rs.73450.00.,Transfers Received
536,You have sent Rs.7733.00 to father@upi via UPI. Ref No 9700478188. Date: 21-May-25. Avl bal Rs.24801.00.,Transfers Sent
537,Your UPI transaction of Rs.11413.00 to airindia was successful. Ref No 2998155677.,Travel & Booking
538,Failed UPI transaction of Rs.9477.00 attempted at ola@upi on 30-Nov-25. Ref No 6811559848. Amount will be reversed if debited.,Failed Transactions
539,Rs.13641.00 paid via UPI for gaspay bill. Ref No 2153784880.,Bills & Recharge
540,Failed UPI transaction of Rs.4906.00 attempted at ola@upi on 13-May-25. Ref No 7798538541. Amount will be reversed if debited.,Failed Transactions
541,UPI AutoPay: Rs.14728.00 deducted for spotify subscription. Ref No 1527619313.,Entertainment/Subscriptions
542,Your UPI transaction of Rs.19267.00 to airindia was successful. Ref No 8593869892.,Travel & Booking
543,Rs.14694.00 debited towards uber ride via UPI. Ref No 5318288718. Avl bal Rs.79059.00.,Transport
544,Your UPI transaction of Rs.6614.00 to airindia was successful. Ref No 1669483656.,Travel & Booking
545,Rs.11755.00 credited to your a/c XXXX4505 from paytm@upi. Ref No 3645754995. Avl bal Rs.78256.00.,Transfers Received
546,UPI transaction of Rs.4723.00 made to pizzahut on 14-Jun-25. Ref No 2518507714. Avl bal Rs.81049.00.,Food & Delivery
547,Rs.9915.00 debited towards delhimetro ride via UPI. Ref No 6210968454. Avl bal Rs.70747.00.,Transport
548,Your UPI transaction of Rs.14076.00 to redbus was successful. Ref No 3283292851.,Travel & Booking
549,You have sent Rs.18737.00 to sister@upi via UPI. Ref No 2948730293. Date: 24-Mar-25. Avl bal Rs.42948.00.,Transfers Sent
550,Your a/c XXXX2196 debited by Rs.18257.00 on 26-Jan-25 to bigbazaar@upi. Ref No 2900504818. Avl bal Rs.47184.00.,Shopping
551,Rs.1911.00 debited towards bmtc ride via UPI. Ref No 6825478591. Avl bal Rs.62700.00.,Transport
552,Rs.8575.00 debited towards ola ride via UPI. Ref No 1858673211. Avl bal Rs.88777.00.,Transport
553,Failed UPI transaction of Rs.17085.00 attempted at dominos@upi on 08-Mar-25. Ref No 5224057194. Amount will be reversed if debited.,Failed Transactions
554,Your a/c XXXX3513 debited by Rs.18995.00 on 16-Feb-25 to amazon@upi. Ref No 3272121670. Avl bal Rs.6684.00.,Shopping
555,UPI transaction of Rs.18669.00 made to zomato on 05-Jan-25. Ref No 5606148692. Avl bal Rs.15274.00.,Food & Delivery
556,Your a/c XXXX8297 debited by Rs.4316.00 on 12-May-25 to flipkart@upi. Ref No 9599674266. Avl bal Rs.37622.00.,Shopping
557,Rs.8004.00 debited towards rapido ride via UPI. Ref No 7560750645. Avl bal Rs.66937.00.,Transport
558,UPI AutoPay: Rs.4441.00 deducted for tataplay subscription. Ref No 7047768291.,Entertainment/Subscriptions
559,You have sent Rs.2510.00 to brother@upi via UPI. Ref No 4282535840. Date: 30-Dec-25. Avl bal Rs.81721.00.,Transfers Sent
560,Rs.8654.00 paid via UPI for djb bill. Ref No 6304177908.,Bills & Recharge
561,UPI AutoPay: Rs.18265.00 deducted for gaana subscription. Ref No 5051899210.,Entertainment/Subscriptions
562,You have sent Rs.6996.00 to father@upi via UPI. Ref No 6814543386. Date: 27-Sep-25. Avl bal Rs.51771.00.,Transfers Sent
563,Rs.334.00 paid via UPI for dth bill. Ref No 3908714039.,Bills & Recharge
564,Your UPI transaction of Rs.13029.00 to bookmyshow was successful. Ref No 6959190900.,Travel & Booking
565,Rs.3414.00 paid via UPI for dth bill. Ref No 3289531552.,Bills & Recharge
566,UPI AutoPay: Rs.19845.00 deducted for gaana subscription. Ref No 1760180836.,Entertainment/Subscriptions
567,Your a/c XXXX8943 debited by Rs.6613.00 on 27-Jan-25 to reliance@upi. Ref No 3546466668. Avl bal Rs.33682.00.,Shopping
568,Rs.16816.00 credited to your a/c XXXX1313 from paytm@upi. Ref No 4731067109. Avl bal Rs.10193.00.,Transfers Received
569,Rs.6254.00 debited towards ola ride via UPI. Ref No 3099000958. Avl bal Rs.96119.00.,Transport
570,Your UPI transaction of Rs.19502.00 to redbus was successful. Ref No 2668235201.,Travel & Booking
571,UPI AutoPay: Rs.8081.00 deducted for spotify subscription. Ref No 6513590053.,Entertainment/Subscriptions
572,You have sent Rs.13432.00 to mother@upi via UPI. Ref No 7012789124. Date: 21-Mar-25. Avl bal Rs.69861.00.,Transfers Sent
573,Your UPI transaction of Rs.2726.00 to indigo was successful. Ref No 4004021665.,Travel & Booking
574,Rs.5660.00 credited to your a/c XXXX3412 from company@upi. Ref No 4744642614. Avl bal Rs.80654.00.,Transfers Received
575,Failed UPI transaction of Rs.19266.00 attempted at amazon@upi on 17-Jun-25. Ref No 2222513859. Amount will be reversed if debited.,Failed Transactions
576,Rs.10787.00 debited towards bmtc ride via UPI. Ref No 2210654652. Avl bal Rs.42596.00.,Transport
577,UPI AutoPay: Rs.4548.00 deducted for gaana subscription. Ref No 3599419753.,Entertainment/Subscriptions
578,You have sent Rs.17013.00 to friend@upi via UPI. Ref No 7428782638. Date: 27-Apr-25. Avl bal Rs.2219.00.,Transfers Sent
579,Rs.15243.00 paid via UPI for airtel bill. Ref No 5155887701.,Bills & Recharge
580,Rs.5027.00 credited to your a/c XXXX8779 from company@upi. Ref No 8436474982. Avl bal Rs.31007.00.,Transfers Received
581,Rs.15222.00 credited to your a/c XXXX5018 from salary@upi. Ref No 5799210538. Avl bal Rs.7618.00.,Transfers Received
582,UPI AutoPay: Rs.13156.00 deducted for gaana subscription. Ref No 5384762875.,Entertainment/Subscriptions
583,Rs.9554.00 paid via UPI for dth bill. Ref No 8829583348.,Bills & Recharge
584,UPI transaction of Rs.19333.00 made to burgerking on 02-Nov-25. Ref No 4596045197. Avl bal Rs.94363.00.,Food & Delivery
585,UPI transaction of Rs.18500.00 made to burgerking on 07-Aug-25. Ref No 4913000434. Avl bal Rs.80993.00.,Food & Delivery
586,You have sent Rs.11744.00 to brother@upi via UPI. Ref No 9688299572. Date: 18-Sep-25. Avl bal Rs.38511.00.,Transfers Sent
587,Your a/c XXXX4486 debited by Rs.11591.00 on 11-May-25 to myntra@upi. Ref No 7512566580. Avl bal Rs.13227.00.,Shopping
588,Rs.364.00 credited to your a/c XXXX4173 from refund@upi. Ref No 9468231554. Avl bal Rs.72753.00.,Transfers Received
589,Rs.1669.00 credited to your a/c XXXX1002 from paytm@upi. Ref No 2666408463. Avl bal Rs.39410.00.,Transfers Received
590,Rs.8466.00 debited towards delhimetro ride via UPI. Ref No 1401856136. Avl bal Rs.24339.00.,Transport
591,Rs.1416.00 debited towards delhimetro ride via UPI. Ref No 8522771732. Avl bal Rs.36874.00.,Transport
592,Rs.15505.00 credited to your a/c XXXX6668 from paytm@upi. Ref No 4709434890. Avl bal Rs.72966.00.,Transfers Received
593,Rs.9329.00 paid via UPI for vodafone bill. Ref No 4177912073.,Bills & Recharge
594,Rs.12983.00 debited towards delhimetro ride via UPI. Ref No 8935459917. Avl bal Rs.48051.00.,Transport
595,Rs.1145.00 debited towards uber ride via UPI. Ref No 4359410672. Avl bal Rs.54397.00.,Transport
596,Rs.17793.00 paid via UPI for jio bill. Ref No 6329670348.,Bills & Recharge
597,Rs.11417.00 debited towards uber ride via UPI. Ref No 1620301994. Avl bal Rs.46419.00.,Transport
598,Rs.7433.00 debited towards ola ride via UPI. Ref No 8047752869. Avl bal Rs.26188.00.,Transport
599,Rs.9246.00 debited towards uber ride via UPI. Ref No 3185744687. Avl bal Rs.68696.00.,Transport
600,Rs.14725.00 paid via UPI for airtel bill. Ref No 7597823742.,Bills & Recharge
601,Rs.17634.00 paid via UPI for gaspay bill. Ref No 2099077217.,Bills & Recharge
602,Your a/c XXXX2357 debited by Rs.5966.00 on 17-Nov-25 to shoppersstop@upi. Ref No 7526867353. Avl bal Rs.22058.00.,Shopping
603,Your UPI transaction of Rs.8600.00 to bookmyshow was successful. Ref No 9681708962.,Travel & Booking
604,Failed UPI transaction of Rs.8786.00 attempted at amazon@upi on 13-Dec-25. Ref No 9898367052. Amount will be reversed if debited.,Failed Transactions
605,Your a/c XXXX1688 debited by Rs.11046.00 on 22-May-25 to lifestylestore@upi. Ref No 5159136241. Avl bal Rs.89927.00.,Shopping
606,You have sent Rs.15179.00 to father@upi via UPI. Ref No 3015491022. Date: 07-Dec-25. Avl bal Rs.1095.00.,Transfers Sent
607,Rs.8727.00 credited to your a/c XXXX2023 from company@upi. Ref No 1494411200. Avl bal Rs.3758.00.,Transfers Received
608,Your UPI transaction of Rs.7313.00 to redbus was successful. Ref No 2905089907.,Travel & Booking
609,You have sent Rs.11677.00 to sister@upi via UPI. Ref No 7257505019. Date: 21-Oct-25. Avl bal Rs.67218.00.,Transfers Sent
610,Rs.18263.00 debited towards rapido ride via UPI. Ref No 5529080278. Avl bal Rs.53582.00.,Transport
611,You have sent Rs.13150.00 to friend@upi via UPI. Ref No 9673642222. Date: 16-Jan-25. Avl bal Rs.40870.00.,Transfers Sent
612,Your a/c XXXX6234 debited by Rs.14058.00 on 27-Nov-25 to bigbazaar@upi. Ref No 8695667052. Avl bal Rs.4017.00.,Shopping
613,Your UPI transaction of Rs.8727.00 to makemytrip was successful. Ref No 5481193756.,Travel & Booking
614,You have sent Rs.7195.00 to brother@upi via UPI. Ref No 8097400582. Date: 11-Oct-25. Avl bal Rs.35548.00.,Transfers Sent
615,UPI transaction of Rs.354.00 made to swiggy on 23-Apr-25. Ref No 1752563546. Avl bal Rs.89158.00.,Food & Delivery
616,UPI AutoPay: Rs.3806.00 deducted for gaana subscription. Ref No 9766024123.,Entertainment/Subscriptions
617,UPI transaction of Rs.3592.00 made to pizzahut on 30-Oct-25. Ref No 4334707533. Avl bal Rs.31300.00.,Food & Delivery
618,Your UPI transaction of Rs.13777.00 to irctc was successful. Ref No 5593854248.,Travel & Booking
619,UPI AutoPay: Rs.8072.00 deducted for spotify subscription. Ref No 6158483642.,Entertainment/Subscriptions
620,Rs.10446.00 credited to your a/c XXXX9096 from phonepe@upi. Ref No 2513446076. Avl bal Rs.85558.00.,Transfers Received
621,Rs.372.00 credited to your a/c XXXX3540 from phonepe@upi. Ref No 3011811603. Avl bal Rs.36030.00.,Transfers Received
622,Failed UPI transaction of Rs.5760.00 attempted at flipkart@upi on 01-May-25. Ref No 9115984332. Amount will be reversed if debited.,Failed Transactions
623,Your UPI transaction of Rs.4696.00 to indigo was successful. Ref No 6574518027.,Travel & Booking
624,Rs.17604.00 debited towards bmtc ride via UPI. Ref No 4471176692. Avl bal Rs.74776.00.,Transport
625,Rs.2235.00 paid via UPI for gaspay bill. Ref No 6862538439.,Bills & Recharge
626,UPI transaction of Rs.11919.00 made to pizzahut on 04-Apr-25. Ref No 9739235788. Avl bal Rs.21026.00.,Food & Delivery
627,You have sent Rs.13918.00 to friend@upi via UPI. Ref No 6460435562. Date: 13-Oct-25. Avl bal Rs.97111.00.,Transfers Sent
628,Rs.18964.00 paid via UPI for bescom bill. Ref No 3264598365.,Bills & Recharge
629,Your a/c XXXX8893 debited by Rs.2563.00 on 13-Dec-25 to lifestylestore@upi. Ref No 3350547536. Avl bal Rs.73237.00.,Shopping
630,UPI transaction of Rs.14503.00 made to dominos on 25-May-25. Ref No 5778188205. Avl bal Rs.47513.00.,Food & Delivery
631,Your UPI transaction of Rs.17856.00 to airindia was successful. Ref No 9413897358.,Travel & Booking
632,Rs.2070.00 credited to your a/c XXXX3245 from phonepe@upi. Ref No 8521464483. Avl bal Rs.79728.00.,Transfers Received
633,UPI AutoPay: Rs.10206.00 deducted for tataplay subscription. Ref No 1139179116.,Entertainment/Subscriptions
634,UPI transaction of Rs.15822.00 made to zomato on 08-Sep-25. Ref No 8852418008. Avl bal Rs.67186.00.,Food & Delivery
635,UPI AutoPay: Rs.17897.00 deducted for sonyliv subscription. Ref No 7950581577.,Entertainment/Subscriptions
636,Your a/c XXXX6662 debited by Rs.14746.00 on 01-Mar-25 to shoppersstop@upi. Ref No 5446037577. Avl bal Rs.27843.00.,Shopping
637,Your UPI transaction of Rs.8217.00 to irctc was successful. Ref No 2022302013.,Travel & Booking
638,Rs.18295.00 paid via UPI for gaspay bill. Ref No 5012748801.,Bills & Recharge
639,Rs.8546.00 paid via UPI for jio bill. Ref No 5633070860.,Bills & Recharge
640,Rs.15432.00 paid via UPI for dth bill. Ref No 6262338974.,Bills & Recharge
641,UPI transaction of Rs.7737.00 made to kfc on 25-Jul-25. Ref No 4144247208. Avl bal Rs.74806.00.,Food & Delivery
642,UPI AutoPay: Rs.9544.00 deducted for gaana subscription. Ref No 5784189334.,Entertainment/Subscriptions
643,Failed UPI transaction of Rs.19585.00 attempted at swiggy@upi on 23-Dec-25. Ref No 9101392645. Amount will be reversed if debited.,Failed Transactions
644,Failed UPI transaction of Rs.19290.00 attempted at ola@upi on 24-Sep-25. Ref No 8707058117. Amount will be reversed if debited.,Failed Transactions
645,Rs.18223.00 paid via UPI for jio bill. Ref No 5635336147.,Bills & Recharge
646,Failed UPI transaction of Rs.19893.00 attempted at myntra@upi on 22-Feb-25. Ref No 7141363604. Amount will be reversed if debited.,Failed Transactions
647,You have sent Rs.19299.00 to father@upi via UPI. Ref No 3982375806. Date: 08-Apr-25. Avl bal Rs.62175.00.,Transfers Sent
648,Rs.15078.00 debited towards rapido ride via UPI. Ref No 7571296841. Avl bal Rs.84686.00.,Transport
649,Rs.19341.00 debited towards bmtc ride via UPI. Ref No 8951285941. Avl bal Rs.45227.00.,Transport
650,Your a/c XXXX7704 debited by Rs.8839.00 on 25-Aug-25 to myntra@upi. Ref No 3061972929. Avl bal Rs.51870.00.,Shopping
651,UPI transaction of Rs.17068.00 made to zomato on 27-Jul-25. Ref No 6229173591. Avl bal Rs.54065.00.,Food & Delivery
652,Failed UPI transaction of Rs.9861.00 attempted at dominos@upi on 02-Jul-25. Ref No 5638666739. Amount will be reversed if debited.,Failed Transactions
653,You have sent Rs.6952.00 to mother@upi via UPI. Ref No 4503397703. Date: 04-Apr-25. Avl bal Rs.21036.00.,Transfers Sent
654,UPI AutoPay: Rs.15069.00 deducted for youtube subscription. Ref No 6757835478.,Entertainment/Subscriptions
655,Failed UPI transaction of Rs.8115.00 attempted at dominos@upi on 17-May-25. Ref No 8659176540. Amount will be reversed if debited.,Failed Transactions
656,UPI AutoPay: Rs.18394.00 deducted for sonyliv subscription. Ref No 9472087883.,Entertainment/Subscriptions
657,Rs.14550.00 debited towards bmtc ride via UPI. Ref No 8308080262. Avl bal Rs.25414.00.,Transport
658,Your UPI transaction of Rs.4812.00 to indigo was successful. Ref No 6087081785.,Travel & Booking
659,Your UPI transaction of Rs.12563.00 to redbus was successful. Ref No 1938139973.,Travel & Booking
660,UPI AutoPay: Rs.9020.00 deducted for sonyliv subscription. Ref No 9411401897.,Entertainment/Subscriptions
661,Rs.16698.00 paid via UPI for gaspay bill. Ref No 5304758115.,Bills & Recharge
